Message ID; Time; Generation Time; Station ID; Position Latitude; Position Longitude; Speed; Heading;
349; 1629623308.827263000; 556708113716275; 1210254390; 499391533; 84512578; 33.408; 222.3;
350; 1629623309.325639000; 556708114216201; 1210254390; 499391225; 84512142; 33.588; 222.3;
351; 1629623309.824941000; 556708114716277; 1210254390; 499390913; 84511713; 33.408; 221.1;
352; 1629623310.326388000; 556708115216201; 1210254390; 499390602; 84511298; 32.688; 220.5;
353; 1629623310.822160000; 556708115716269; 1210254390; 499390313; 84510904; 31.536; 221.1;
354; 1629623311.200555000; 556708116115891; 1210254390; 499390104; 84510621; 29.376; 220.8;
355; 1629623311.622125000; 556708116516235; 1210254390; 499389890; 84510336; 27.288; 220.6;
356; 1629623312.026899000; 556708116915878; 1210254390; 499389698; 84510086; 25.128000000000004; 219.6;
357; 1629623312.425116000; 556708117318217; 1210254390; 499389527; 84509842; 23.256; 222.0;
358; 1629623312.800355000; 556708117715920; 1210254390; 499389376; 84509612; 21.168; 224.8;
359; 1629623313.124527000; 556708118016192; 1210254390; 499389283; 84509439; 20.556; 229.6;
360; 1629623313.300412000; 556708118215896; 1210254390; 499389228; 84509323; 19.728; 234.0;
361; 1629623313.625326000; 556708118516236; 1210254390; 499389155; 84509133; 18.108; 239.3;
362; 1629623313.800479000; 556708118715885; 1210254390; 499389121; 84509000; 18.36; 246.0;
363; 1629623314.000695000; 556708118915886; 1210254390; 499389095; 84508864; 18.036; 251.8;
364; 1629623314.325337000; 556708119216213; 1210254390; 499389070; 84508658; 17.676000000000002; 261.2;
365; 1629623314.500732000; 556708119415999; 1210254390; 499389065; 84508512; 17.856; 266.6;
366; 1629623314.700947000; 556708119615894; 1210254390; 499389069; 84508363; 18.900000000000002; 272.7;
367; 1629623314.922096000; 556708119816224; 1210254390; 499389087; 84508201; 19.908; 279.2;
368; 1629623315.100405000; 556708120015905; 1210254390; 499389114; 84508041; 21.276; 284.5;
